R1, JD1, {"overall\_match\_percentage": "56%", "score\_breakdown": {"role\_alignment": {"score": "70%"}, "skills\_match": {"score": "40%"}, "experience\_match": {"score": "90%"}, "project\_relevance": {"score": "30%"}, "education\_match": {"score": "0%"}}}
R13, JD5, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD6, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD7, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD8, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD9, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD10, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD11, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD12, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD13, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD14, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD15, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD16, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD17, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD18, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD19, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD20, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD21, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD22, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD23, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD24, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD25, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD26, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD27, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD28, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD29, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD30, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD31, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD32, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD33, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD34, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD35, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD36, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD37, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD38, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD39, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD40, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD41, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD42, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD43, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD44, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD45, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD46, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD47, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD48, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD49, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R13, JD50, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD1, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD2, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD3, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD4, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD5, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD6, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD7, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD8, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD9, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD10, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD11, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD12, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD13, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD14, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD15, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD16, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD17, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD18, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD19, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD20, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD21, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD22, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD23, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD24, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD25, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD26, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD27, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD28, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD29, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD30, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD31, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD32, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD33, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD34, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD35, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD36, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD37, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD38, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD39, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD40, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD41, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD42, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD43, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD44, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD45, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD46, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD47, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD48, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD49, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R14, JD50, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD1, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD2, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD3, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD4, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD5, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD6, {"overall_match_percentage":"66%","score_breakdown":{"role_alignment":{"score":"50%"},"skills_match":{"score":"70%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"10%"},"education_match":{"score":"100%"}}}
R15, JD7, {"overall_match_percentage":"58%","score_breakdown":{"role_alignment":{"score":"50%"},"skills_match":{"score":"50%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R15, JD8, {"overall_match_percentage":"48%","score_breakdown":{"role_alignment":{"score":"40%"},"skills_match":{"score":"30%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R15, JD9, {"overall_match_percentage":"58%","score_breakdown":{"role_alignment":{"score":"50%"},"skills_match":{"score":"50%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R15, JD10, {"overall_match_percentage":"49%","score_breakdown":{"role_alignment":{"score":"20%"},"skills_match":{"score":"50%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R15, JD11, {"overall_match_percentage":"88%","score_breakdown":{"role_alignment":{"score":"100%"},"skills_match":{"score":"90%"},"experience_match":{"score":"80%"},"project_relevance":{"score":"100%"},"education_match":{"score":"0%"}}}
R15, JD12, {"overall_match_percentage":"78%","score_breakdown":{"role_alignment":{"score":"80%"},"skills_match":{"score":"80%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"10%"},"education_match":{"score":"100%"}}}
R15, JD13, {"overall_match_percentage":"44%","score_breakdown":{"role_alignment":{"score":"40%"},"skills_match":{"score":"20%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"0%"},"education_match":{"score":"100%"}}}
R15, JD14, {"overall_match_percentage":"97%","score_breakdown":{"role_alignment":{"score":"100%"},"skills_match":{"score":"90%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"100%"},"education_match":{"score":"100%"}}}
R15, JD15, {"overall_match_percentage":"97%","score_breakdown":{"role_alignment":{"score":"100%"},"skills_match":{"score":"90%"},"experience_match":{"score":"100%"},"project_relevance":{"score":"100%"},"education_match":{"score":"100%"}}}
R15, JD16, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD17, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD18, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD19, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD20, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD21, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD22, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD23, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD24, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD25, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD26, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD27, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD28, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD29, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD30, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
R15, JD31, {"overall_match_percentage":"0%","score_breakdown":{"role_alignment":{"score":"0%"},"skills_match":{"score":"0%"},"experience_match":{"score":"0%"},"project_relevance":{"score":"0%"},"education_match":{"score":"0%"}}}
